Timestamp,Url,Title,Article ,High,Low,Weighted Price
2013-05-10,http://www.theguardian.com/technology/2013/may/09/3d-printed-guns-plans-state-department,neutral,neutral,122.5,111.54,118.03
2013-05-10,http://www.theguardian.com/technology/blog/2013/may/10/technology-links-newsbucket,positive,neutral,122.5,111.54,118.03
2013-05-09,http://www.theguardian.com/media/2013/may/09/1,neutral,neutral,113.71852,108.8,111.66
2013-05-06,http://www.theguardian.com/world/2013/may/06/3-handgun-fired-cody-wilson,neutral,neutral,124.9,106.01,117.32
2013-05-06,http://www.theguardian.com/technology/blog/2013/may/06/technology-links-newsbucket,negative,neutral,124.9,106.01,117.32
2013-05-03,http://www.theguardian.com/technology/blog/2013/may/03/technology-links-newsbucket,neutral,neutral,109,79,91.3
2013-05-02,http://www.theguardian.com/books/2013/may/02/drugs-web-revolution-changing-world-high,positive,neutral,126.9,91.11,106.49
2013-05-02,http://www.theguardian.com/technology/blog/2013/may/02/google-now-iphone-pirate-bay,positive,neutral,126.9,91.11,106.49
2013-04-27,http://www.theguardian.com/theguardian/2013/apr/27/quiz-general-knowledge-guardian,neutral,negative,139.88,122.71,131.18
2013-04-26,http://www.theguardian.com/technology/2013/apr/26/brewster-kahle-internet-archive,positive,neutral,144.987,121.45164,132.25
2013-04-26,http://www.theguardian.com/technology/2013/apr/26/bitcoins-gain-currency-in-berlin,positive,neutral,144.987,121.45164,132.25
2013-04-26,http://www.theguardian.com/technology/video/2013/apr/26/bitcoin-currency-moves-offline-berlin-video,neutral,neutral,144.987,121.45164,132.25
2013-04-19,http://www.theguardian.com/commentisfree/2013/apr/19/unthinkable-cheese-based-economy,neutral,neutral,136.4321,105.54,119.43
2013-04-18,http://www.theguardian.com/society/2013/apr/18/drug-users-taken-advantage-sexually,neutral,neutral,112.99999,86,97.38
2013-04-18,http://www.theguardian.com/world/2013/apr/18/internet-drug-dealing-survey,neutral,neutral,112.99999,86,97.38
2013-04-18,http://www.theguardian.com/media/2013/apr/18/1,neutral,neutral,112.99999,86,97.38
2013-04-16,http://www.theguardian.com/commentisfree/2013/apr/16/gold-not-so-precious-metal,neutral,neutral,84.5,50.01,65.33
2013-04-16,http://www.theguardian.com/commentisfree/2013/apr/16/gold-price-fall-bad-omen,negative,neutral,84.5,50.01,65.33
2013-04-14,http://www.theguardian.com/technology/shortcuts/2013/apr/14/winklevoss-twins-bitcoin-millionaires,positive,neutral,109.998,84.43689,97.41
2013-04-14,http://www.theguardian.com/commentisfree/2013/apr/14/virtual-economies-digital-money-talks,negative,neutral,109.998,84.43689,97.41
2013-04-13,http://www.theguardian.com/theobserver/2013/apr/14/for-the-record-corrections,neutral,neutral,130,85.5,110.21
2013-04-12,http://www.theguardian.com/business/2013/apr/12/eurozone-crisis-live-cameron-merkel-eurogroup,neutral,neutral,140,54.25,85.57
2013-04-12,http://www.theguardian.com/media/2013/apr/12/media-briefing-friday-12-april,neutral,neutral,140,54.25,85.57
2013-04-12,http://www.theguardian.com/technology/blog/2013/apr/12/technology-links-newsbucket,positive,positive,140,54.25,85.57
2013-04-11,http://www.theguardian.com/technology/2013/apr/11/bitcoin-exchange-halts-trade-value,neutral,positive,188.7,110.20003,158.93
2013-04-11,http://www.theguardian.com/technology/blog/2013/apr/11/technology-links-newsbucket,neutral,positive,188.7,110.20003,158.93
2013-04-10,http://www.theguardian.com/technology/2013/apr/10/bitcoin-not-real-currency-cowrie,negative,negative,266,105,184.65
2013-04-10,http://www.theguardian.com/technology/2013/apr/10/bitcoin-new-high-losing-160,neutral,positive,266,105,184.65
2013-04-09,http://www.theguardian.com/technology/blog/2013/apr/09/technology-links-newsbucket,positive,negative,240.111,186.5,214.67
2013-04-08,http://www.theguardian.com/technology/blog/2013/apr/08/technology-links-newsbucket,neutral,positive,194.9,162.59806,181.49
2013-04-06,http://www.theguardian.com/technology/2013/apr/07/bitcoin-scares-banks-governments,negative,positive,143.9,139.54,142.16
2013-04-04,http://www.theguardian.com/theguardian/2013/apr/04/corrections-and-clarifications,neutral,negative,142.12,116.39063,131.61
2013-04-04,http://www.theguardian.com/business/poll/2013/apr/04/bitcoin-boom-bubble,positive,negative,142.12,116.39063,131.61
2013-04-04,http://www.theguardian.com/media/2013/apr/04/1,neutral,negative,142.12,116.39063,131.61
2013-04-04,http://www.theguardian.com/technology/blog/2013/apr/04/technology-links-newsbucket,positive,neutral,142.12,116.39063,131.61
2013-04-03,http://www.theguardian.com/commentisfree/2013/apr/03/bitcoin-currency-bubble-crash-not-rocking-financial-markets,negative,neutral,147,110,127.89
2013-04-03,http://www.theguardian.com/technology/2013/apr/03/bitcoin-reaches-record-high-currency,neutral,positive,147,110,127.89
2013-04-01,http://www.theguardian.com/technology/blog/2013/apr/01/technology-links-newsbucket,negative,negative,106,92.2361,100.04
2013-03-28,http://www.theguardian.com/technology/blog/2013/mar/28/copyright-wars-internet,neutral,negative,95.7,75.00111,87.41
2013-03-22,http://www.theguardian.com/technology/video/2013/mar/22/bitcoin-currency-video,neutral,neutral,73.74999,65,70.65
2013-03-22,http://www.theguardian.com/world/2013/mar/22/silk-road-online-drug-marketplace,neutral,neutral,73.74999,65,70.65
2013-03-04,http://www.theguardian.com/business/2013/mar/04/bitcoin-currency-of-vice,positive,neutral,36.7,34.19,35.47
